state_code_str,state_abbrev,county_code_str,tract_str,geoid_tract_20_clean,zip_code_clean,redfin_table_id,redfin_tableid_zip,region_type,parent_metro_region,redfin_county_name,redfin_table_id_county,census_city_long,redfin_city,redfin_table_id_city,intptlat,intptlon
32,NV,3,3652,32003003652,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2688344,-115.1303695
32,NV,3,3654,32003003654,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2586895,-115.1610922
32,NV,3,3655,32003003655,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2519261,-115.1628572
32,NV,3,3665,32003003665,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2684486,-115.2023142
32,NV,3,3666,32003003666,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2703000,-115.1930793
32,NV,3,3609,32003003609,89032,37231.0,37231.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2394002,-115.1984739
32,NV,3,3610,32003003610,89032,37231.0,37231.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2394144,-115.1802273
32,NV,3,3613,32003003613,89032,37231.0,37231.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2248012,-115.1798033
32,NV,3,3616,32003003616,89032,37231.0,37231.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2077284,-115.1827474
32,NV,3,3617,32003003617,89032,37231.0,37231.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2104079,-115.1564510
32,NV,3,3626,32003003626,89032,37231.0,37231.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2446091,-115.1130517
